bidder-code,bidder-name,banner,video,native,schain,dchain,tcfeu,coppa,gpp,usp,safeframes,deals,client-adapter,server-adapter,user-ids,mobile-apps,floors,fpd,prebid-member,ortb-blocking,multiformat,aliasOf,adapterFilename
engageya,Engageya,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,engageyaBidAdapter
eplanning,E-Planning,yes,yes,no,yes,check with bidder,yes,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,yes,all,yes,yes,check with bidder,yes,check with bidder,check with bidder,,eplanningBidAdapter
epom,Epom,yes,yes,yes,no,check with bidder,no,yes,check with bidder,no,yes,yes,no,yes,none,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,,epomBidAdapter
epom_dsp,Epom DSP,yes,no,no,yes,no,yes,no,tcfeu  usnat,yes,yes,yes,yes,no,none,check with bidder,yes,no,no,no,"will-bid-on-one",,epom_dspBidAdapter
conversant,Epsilon,yes,yes,yes,yes,check with bidder,yes,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,yes,criteo  id5Id  identityLink  liveIntentId  parrableId  pubCommonId  unifiedId  publinkId,check with bidder,check with bidder,check with bidder,yes,check with bidder,"will-not-bid",,conversantBidAdapter
equativ,Equativ,yes,yes,yes,yes,check with bidder,yes,yes,tcfca  tcfeu  usnat  usstate_all  usp,yes,yes,no,yes,no,all,check with bidder,yes,yes,no,yes,"will-bid-on-any",,equativBidAdapter
ergadx,eRGADX,yes,yes,yes,yes,no,yes,yes,tcfeu  usp,yes,yes,no,yes,no,none,no,yes,yes,no,yes,"will-bid-on-any",adkernel,adkernelBidAdapter
escalax,Escalax,yes,yes,yes,yes,check with bidder,no,yes,check with bidder,yes,yes,yes,yes,yes,all,check with bidder,yes,no,no,yes,"will-bid-on-one",,escalaxBidAdapter
eskimi,Eskimi,yes,yes,no,yes,check with bidder,yes,yes,some (check with bidder),yes,check with bidder,no,yes,no,none,check with bidder,yes,yes,no,yes,"will-bid-on-any",,eskimiBidAdapter
etarget,Etarget,yes,yes,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,yes,no,check with bidder,check with bidder,,etargetBidAdapter
evtech,Evolution Technologies,yes,yes,yes,yes,check with bidder,no,yes,check with bidder,yes,check with bidder,check with bidder,no,yes,all,check with bidder,no,no,no,yes,"will-bid-on-one",limelightDigital,limelightDigitalBidAdapter
exads,EXADS,yes,yes,yes,check with bidder,check with bidder,yes,check with bidder,check with bidder,check with bidder,check with bidder,no,yes,no,none,check with bidder,yes,check with bidder,no,yes,"will-not-bid",,exadsBidAdapter
exco,EX.CO,yes,yes,no,yes,check with bidder,yes,no,some (check with bidder),yes,check with bidder,no,yes,yes,britepoolId  criteo  id5Id  identityLink  liveIntentId  netId  parrableId  pubCommonId  unifiedId,no,yes,no,yes,no,"will-bid-on-one",,excoBidAdapter
eywamedia,Eywamedia,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,eywamediaBidAdapter
fairtrade,FairTrade,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,fairtradeBidAdapter
featureforward,Feature Forward,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,featureforwardBidAdapter
feedad,FeedAd,yes,no,no,check with bidder,check with bidder,yes,check with bidder,tcfeu  usp,yes,check with bidder,check with bidder,yes,yes,none,check with bidder,check with bidder,check with bidder,yes,check with bidder,check with bidder,,feedadBidAdapter
felixads,FelixAds,yes,yes,yes,yes,yes,no,yes,check with bidder,yes,yes,yes,yes,yes,none,yes,yes,no,no,check with bidder,"will-bid-on-any",smarthub,smarthubBidAdapter
filmzie,Filmzie,yes,yes,yes,yes,check with bidder,no,yes,check with bidder,yes,check with bidder,check with bidder,no,yes,all,check with bidder,no,no,no,yes,"will-bid-on-one",limelightDigital,limelightDigitalBidAdapter
finative,Finative,yes,no,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,finativeBidAdapter
flatads,flatads,yes,yes,yes,yes,yes,yes,yes,tcfeu  tcfca  usnat  usstate_all  usp,yes,check with bidder,yes,no,yes,all,yes,yes,check with bidder,no,yes,"will-bid-on-any",,flatadsBidAdapter
flipp,flipp,yes,no,no,no,check with bidder,no,no,check with bidder,no,yes,no,yes,yes,none,no,no,no,no,no,"will-not-bid",,flippBidAdapter
fluct,fluct,yes,no,no,yes,check with bidder,no,no,check with bidder,no,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,fluctBidAdapter
freedomadnetwork,Freedom Ad Network,yes,no,yes,no,no,no,yes,check with bidder,no,check with bidder,no,yes,no,none,check with bidder,no,no,no,no,check with bidder,,fanBidAdapter
freepass,freepass,yes,no,no,no,check with bidder,no,no,check with bidder,no,check with bidder,no,yes,no,freepassId,check with bidder,no,yes,no,no,"will-not-bid",,freepassBidAdapter
freewheelssp,FreeWheelssp,yes,yes,no,yes,check with bidder,yes,yes,some (check with bidder),yes,check with bidder,check with bidder,yes,yes,none,check with bidder,check with bidder,check with bidder,no,partial,check with bidder,freewheel-ssp,freewheel-sspBidAdapter
frvradn,FRVR Ad Network,yes,yes,yes,yes,check with bidder,yes,yes,check with bidder,yes,yes,check with bidder,no,yes,all,yes,yes,check with bidder,no,check with bidder,"will-bid-on-one",,frvradnBidAdapter
futureads,FutureAds,yes,yes,yes,yes,check with bidder,yes,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,yes,AdmixerID,check with bidder,check with bidder,check with bidder,yes,check with bidder,check with bidder,admixer,admixerBidAdapter
fwssp,FWSSP,yes,yes,no,yes,check with bidder,yes,yes,some (check with bidder),yes,check with bidder,check with bidder,yes,yes,none,check with bidder,check with bidder,check with bidder,no,partial,check with bidder,,fwsspBidAdapter
fyber,Fyber,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,fyberBidAdapter
gambid,Gambid,yes,yes,no,yes,check with bidder,yes,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,yes,all,check with bidder,check with bidder,check with bidder,no,yes,"will-bid-on-one",gamoshi,gamoshiBidAdapter
gamma,Gamma,yes,yes,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,yes,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,gammaBidAdapter
gamoshi,Gamoshi,yes,yes,no,yes,check with bidder,yes,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,yes,all,check with bidder,check with bidder,check with bidder,no,yes,"will-bid-on-one",,gamoshiBidAdapter
getintent,GetIntent,yes,yes,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,yes,check with bidder,no,check with bidder,check with bidder,,getintentBidAdapter
giants,IPAX,yes,yes,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,giantsBidAdapter
gjirafa,Gjirafa,yes,yes,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,gjirafaBidAdapter
glimpse,Glimpse Protocol,yes,no,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,check with bidder,yes,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,glimpseBidAdapter
global_sun,Global Sun,yes,yes,yes,yes,no,yes,yes,tcfeu  usp,yes,yes,no,yes,no,none,no,yes,yes,no,yes,"will-bid-on-any",adkernel,adkernelBidAdapter
globalsun,Globalsun,yes,yes,yes,yes,check with bidder,no,yes,check with bidder,yes,yes,check with bidder,yes,yes,none,check with bidder,yes,no,no,partial,"will-not-bid",,globalsunBidAdapter
glomex,Glomex,yes,no,no,no,check with bidder,yes,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,glomexBidAdapter
glomexbidder,Glomex Bidder,yes,yes,yes,yes,yes,yes,check with bidder,some (check with bidder),yes,yes,yes,yes,yes,all,check with bidder,yes,yes,no,check with bidder,"will-bid-on-any",,glomexbidderBidAdapter
gmossp,GMOSSP,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,imuid  sharedId  identityLink,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,gmosspBidAdapter
gnet,Gnet,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,gnetBidAdapter
go2net,Go2Net,yes,yes,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,admixer,admixerBidAdapter
goldbach,Goldbach,yes,yes,yes,no,no,yes,no,some (check with bidder),no,yes,yes,yes,yes,none,check with bidder,yes,yes,no,no,"will-bid-on-any",,goldbachBidAdapter
gourmetads,Gourmet Ads,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,appnexus,appnexusBidAdapter
gravite,Gravite Marketplace,yes,yes,yes,yes,check with bidder,yes,yes,usstate_all,yes,yes,no,no,yes,all,yes,yes,no,no,no,"will-bid-on-one",,graviteBidAdapter
greedygame,GreedyGame,yes,yes,yes,yes,check with bidder,no,yes,check with bidder,yes,check with bidder,check with bidder,no,yes,all,check with bidder,no,no,no,yes,"will-bid-on-one",limelightDigital,limelightDigitalBidAdapter
greenbids,Greenbids,yes,yes,no,yes,yes,no,no,tcfca  usnat  usstate_all  usp,yes,check with bidder,no,yes,yes,none,check with bidder,yes,yes,no,no,"will-not-bid",,greenbidsBidAdapter
grid,TheMediaGrid,yes,yes,yes,yes,check with bidder,yes,yes,some (check with bidder),yes,check with bidder,check with bidder,yes,yes,all,check with bidder,yes,yes,no,check with bidder,"will-bid-on-any",,gridBidAdapter
gridNM,TheMediaGridNM,yes,yes,no,check with bidder,check with bidder,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,yes,no,check with bidder,check with bidder,,gridNMBidAdapter
growads,GrowAdvertising,yes,no,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,growadsBidAdapter
gumgum,GumGum,yes,yes,no,yes,check with bidder,yes,check with bidder,some (check with bidder),yes,check with bidder,check with bidder,yes,yes,unifiedId  identityLink,yes,yes,check with bidder,no,check with bidder,check with bidder,,gumgumBidAdapter
gxone,GXOne,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,gxoneBidAdapter
h12media,H12 Media,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,no,all,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,h12mediaBidAdapter
headbidder,Headbidder.net,yes,yes,yes,yes,no,yes,yes,tcfeu  usp,yes,yes,no,yes,no,none,no,yes,yes,no,yes,"will-bid-on-any",adkernel,adkernelBidAdapter
headbidding,Head Bidding,yes,yes,yes,yes,check with bidder,yes,yes,some (check with bidder),yes,check with bidder,check with bidder,yes,no,all,yes,yes,yes,no,yes,"will-bid-on-one",adkernel,adkernelBidAdapter
holid,Holid,yes,no,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,holidBidAdapter
houseofpubs,HouseOfPubs,yes,yes,yes,yes,no,yes,yes,tcfeu  usp,yes,yes,no,yes,no,none,no,yes,yes,no,yes,"will-bid-on-any",adkernel,adkernelBidAdapter
huaweiads,HuaweiAds,yes,yes,yes,check with bidder,check with bidder,yes,yes,check with bidder,check with bidder,check with bidder,yes,no,yes,none,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,,huaweiadsBidAdapter
huddledmasses,Huddled Masses,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,huddledmassesBidAdapter
hybrid,Hybrid.ai,yes,yes,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,hybridBidAdapter
hypelab,HypeLab,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,all,check with bidder,no,no,no,no,check with bidder,,hypelabBidAdapter
hyperbrainz,HyperBrainz,yes,yes,yes,yes,no,yes,yes,tcfeu  usp,yes,yes,no,yes,no,none,no,yes,yes,no,yes,"will-bid-on-any",adkernel,adkernelBidAdapter
ias,Integral Ad Science (IAS),yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,iasBidAdapter
idx,IDX bidder adapter,yes,no,no,no,no,no,no,check with bidder,no,yes,no,no,no,none,check with bidder,no,no,no,check with bidder,check with bidder,,idxBidAdapter
iionads,iion,yes,yes,no,yes,check with bidder,yes,yes,check with bidder,yes,check with bidder,check with bidder,yes,yes,all,check with bidder,no,no,no,yes,"will-bid-on-one",limelightDigital,limelightDigitalBidAdapter
illumin,Illumin,yes,yes,no,yes,check with bidder,yes,no,some (check with bidder),yes,check with bidder,no,yes,no,britepoolId  criteo  id5Id  identityLink  liveIntentId  netId  parrableId  pubCommonId  unifiedId,no,yes,no,no,no,"will-bid-on-one",,illuminBidAdapter
imds,iMedia Digital Services (iMDS),yes,yes,no,yes,no,no,no,some (check with bidder),yes,yes,no,yes,yes,all,yes,yes,no,no,no,"will-bid-on-any",advertising,advertisingBidAdapter
impactify,Impactify,yes,yes,no,yes,check with bidder,yes,yes,check with bidder,yes,check with bidder,check with bidder,yes,yes,criteo  id5Id  pubCommonId  unifiedId  uid2  netId,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,impactifyBidAdapter
improvedigital,Improve Digital,yes,yes,yes,yes,check with bidder,yes,yes,some (check with bidder),yes,check with bidder,check with bidder,yes,yes,all,yes,yes,check with bidder,no,check with bidder,check with bidder,,improvedigitalBidAdapter
incrementx,IncrementX,yes,yes,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,"will-bid-on-one",,incrxBidAdapter
indicue,Indicue,yes,yes,no,yes,check with bidder,no,yes,some (check with bidder),yes,yes,no,yes,yes,britepoolId  criteo  id5Id  identityLink  liveIntentId  netId  parrableId  pubCommonId  unifiedId,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,adtelligent,adtelligentBidAdapter
infinety,Infinety,yes,yes,yes,yes,no,yes,yes,tcfeu  usp,yes,yes,no,yes,no,none,no,yes,yes,no,yes,"will-bid-on-any",adkernel,adkernelBidAdapter
infytv,InfyTV,yes,yes,no,yes,check with bidder,no,yes,check with bidder,yes,check with bidder,check with bidder,yes,yes,none,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,,infytvBidAdapter
inmar,Inmar,yes,yes,no,check with bidder,check with bidder,no,check with bidder,check with bidder,yes,check with bidder,yes,yes,no,identityLink  liveIntentId  unifiedId  pubCommonId  pubProvidedId  sharedId,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,inmarBidAdapter
inmobi,InMobi,yes,yes,yes,yes,check with bidder,yes,yes,check with bidder,yes,check with bidder,check with bidder,yes,yes,none,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,,inmobiBidAdapter
innity,Innity,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,innityBidAdapter
inskin,Inskin,yes,no,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,inskinBidAdapter
insticator,Insticator,yes,yes,no,yes,check with bidder,yes,yes,tcfeu  usnat  usstate_all  usp,yes,check with bidder,check with bidder,yes,yes,all,check with bidder,yes,check with bidder,no,check with bidder,"will-bid-on-any",,insticatorBidAdapter
integr8,Integr8,yes,yes,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,integr8BidAdapter
intenze,intenze,yes,yes,yes,yes,check with bidder,no,yes,check with bidder,yes,yes,yes,yes,yes,all,check with bidder,yes,no,no,yes,"will-bid-on-one",,intenzeBidAdapter
interactiveOffers,InteractiveOffers,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,yes,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,interactiveOffersBidAdapter
intertech,intertech,yes,no,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,no,yes,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,intertechBidAdapter
invamia,Invamia,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,invamiaBidAdapter
invibes,Invibes,yes,no,yes,no,no,yes,no,tcfeu,no,check with bidder,no,yes,yes,none,no,no,no,no,no,"will-bid-on-any",,invibesBidAdapter
iprom,iPROM,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,ipromBidAdapter
iqm,iQM,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,iqmBidAdapter
iqx,IQX,yes,yes,yes,yes,check with bidder,no,yes,check with bidder,yes,yes,check with bidder,yes,yes,none,check with bidder,yes,check with bidder,no,check with bidder,"will-bid-on-any",,iqxBidAdapter
iqzone,IQzone,yes,yes,yes,yes,check with bidder,no,yes,usstate_all,yes,yes,no,yes,yes,all,yes,yes,no,no,no,"will-bid-on-one",,iqzoneBidAdapter
ivs,IVS Bidder Adapter,yes,yes,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,yes,check with bidder,no,check with bidder,check with bidder,,ivsBidAdapter
ix,Index Exchange (Prebid Server),yes,yes,yes,yes,no,yes,yes,check with bidder,yes,yes,yes,no,yes,idl  netId  fabrickId  zeotapIdPlus  uid2  TDID  id5Id  lotamePanoramaId  publinkId  hadronId  pubcid  utiq  criteoID  euid  imuid  33acrossId  nonID  pairid,yes,yes,yes,yes,check with bidder,"true",,ixBidAdapter
ix,Index Exchange,yes,yes,yes,yes,no,yes,yes,some (check with bidder),yes,yes,yes,yes,no,amazonAdvertisingID  fabrickId  zeotapIdPlus  TDID  tpid  id5Id  lotamePanoramaId  publinkId  hadronId  pubcid  trustpid  utiqMtpId  criteoID  euid  imuid  33acrossId  nonID  pairId  M1ID  RampID  connectId,yes,yes,yes,yes,check with bidder,"true",,ixBidAdapter
jambojar,Jambojar,yes,yes,yes,yes,yes,no,yes,check with bidder,yes,yes,yes,yes,yes,none,yes,yes,no,no,check with bidder,"will-bid-on-any",smarthub,smarthubBidAdapter
janet,JANet,yes,yes,no,yes,check with bidder,yes,yes,some (check with bidder),yes,yes,check with bidder,yes,yes,britepoolId  criteo  id5Id  identityLink  liveIntentId  netId  parrableId  pubCommonId  unifiedId,check with bidder,check with bidder,check with bidder,yes,check with bidder,check with bidder,adtelligent,adtelligentBidAdapter
jdpmedia,JDPMedia,yes,yes,yes,yes,yes,no,yes,check with bidder,yes,yes,yes,yes,yes,none,yes,yes,no,no,check with bidder,"true",smarthub,smarthubBidAdapter
jixie,Jixie,yes,yes,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,no,yes,yes,uid2  unifiedId,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,jixieBidAdapter
justpremium,Justpremium,yes,no,no,yes,check with bidder,yes,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,no,britepoolId  criteo  id5Id  identityLink  liveIntentId  netId  parrableId  pubCommonId  unifiedId,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,justpremiumBidAdapter
jwplayer,JW Player,no,yes,no,yes,check with bidder,yes,yes,check with bidder,yes,check with bidder,yes,yes,no,all (with commercial activation),check with bidder,yes,yes,yes,check with bidder,check with bidder,,jwplayerBidAdapter
kargo,Kargo,yes,yes,yes,yes,yes,yes,no,some (check with bidder),yes,check with bidder,yes,yes,yes,unifiedId,no,yes,no,yes,check with bidder,"will-bid-on-any",,kargoBidAdapter
kidoz,Kidoz,yes,no,no,check with bidder,check with bidder,no,yes,check with bidder,check with bidder,check with bidder,check with bidder,no,yes,none,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,,kidozBidAdapter
kimberlite,Kimberlite,yes,yes,no,no,no,no,no,None,no,check with bidder,yes,yes,no,none,check with bidder,yes,check with bidder,no,partial,"will-bid-on-one",,kimberliteBidAdapter
kiviads,Kivi,yes,yes,yes,yes,no,no,yes,check with bidder,yes,yes,no,yes,yes,none,yes,yes,no,no,partial,"will-not-bid",,kiviadsBidAdapter
kobler,Kobler,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,yes,yes,yes,none,check with bidder,yes,check with bidder,no,check with bidder,check with bidder,,koblerBidAdapter
krushmedia,Krushmedia,yes,yes,yes,yes,check with bidder,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,yes,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,krushmediaBidAdapter
kuantyx,Kuantyx,yes,yes,yes,yes,check with bidder,no,check with bidder,check with bidder,yes,yes,check with bidder,yes,yes,all,yes,yes,yes,no,yes,"will-bid-on-one",aso,asoBidAdapter
kubient,Kubient,yes,yes,no,yes,check with bidder,yes,yes,check with bidder,yes,check with bidder,check with bidder,yes,yes,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,kubientBidAdapter
kueez,Kueez,yes,yes,no,yes,check with bidder,yes,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,no,all,check with bidder,yes,yes,no,check with bidder,"will-bid-on-any",,kueezBidAdapter
kueezrtb,KueezRTB,yes,yes,no,yes,check with bidder,yes,no,some (check with bidder),yes,check with bidder,no,yes,yes,britepoolId  criteo  id5Id  identityLink  liveIntentId  netId  parrableId  pubCommonId  unifiedId,yes,yes,no,no,no,"will-bid-on-one",,kueezRtbBidAdapter
kumma,Kumma,yes,yes,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,kummaBidAdapter
lane4,Lane4,yes,no,yes,no,check with bidder,no,yes,usstate_all  usnat,yes,check with bidder,yes,yes,no,none,check with bidder,yes,check with bidder,no,no,check with bidder,,lane4BidAdapter
lasso,Lasso,yes,no,no,check with bidder,check with bidder,no,yes,usnat  usstate_all  usp,yes,check with bidder,no,yes,no,none,check with bidder,no,no,no,check with bidder,"will-not-bid",,lassoBidAdapter
lemmadigital,LemmaDigital,yes,yes,no,yes,check with bidder,no,check with bidder,check with bidder,check with bidder,yes,check with bidder,yes,yes,all,yes,yes,check with bidder,no,partial,"will-bid-on-one",,lemmaDigitalBidAdapter
lifestreet,Lifestreet,yes,yes,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,yes,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,lifestreetBidAdapter
limelightDigital,Limelight Digital,yes,yes,no,yes,check with bidder,no,yes,check with bidder,yes,check with bidder,check with bidder,yes,yes,all,check with bidder,no,no,no,yes,"will-bid-on-one",,limelightDigitalBidAdapter
livewrapped,Livewrapped,yes,yes,yes,yes,check with bidder,yes,yes,check with bidder,yes,yes,check with bidder,yes,no,all,check with bidder,yes,check with bidder,yes,check with bidder,check with bidder,,livewrappedBidAdapter
lkqd,LKQD,yes,yes,no,yes,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,lkqdBidAdapter
lm_kiviads,LM KiviAds,yes,yes,no,yes,check with bidder,no,yes,check with bidder,yes,check with bidder,check with bidder,yes,yes,none,check with bidder,yes,check with bidder,no,check with bidder,"will-bid-on-any",,lm_kiviadsBidAdapter
lockerdome,LockerDome,yes,no,no,yes,check with bidder,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,yes,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,lockerdomeBidAdapter
logan,Logan,yes,yes,yes,yes,check with bidder,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,yes,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,loganBidAdapter
logicad,Logicad for Publishers,yes,no,yes,yes,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,no,yes,yes,all,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,,logicadBidAdapter
loopme,Loopme,yes,yes,yes,yes,check with bidder,yes,yes,check with bidder,yes,check with bidder,check with bidder,yes,yes,none,check with bidder,yes,check with bidder,no,yes,"will-bid-on-any",,loopmeBidAdapter
loyal,Loyal,yes,yes,yes,yes,check with bidder,no,yes,check with bidder,yes,yes,no,yes,yes,none,yes,yes,no,no,no,"will-not-bid",,loyalBidAdapter
lucead,Lucead,yes,no,no,yes,no,yes,no,check with bidder,no,yes,yes,yes,no,none,check with bidder,yes,yes,no,no,check with bidder,,luceadBidAdapter
lunamedia,Lunamedia,yes,yes,no,yes,check with bidder,no,yes,check with bidder,yes,check with bidder,check with bidder,no,yes,none,check with bidder,yes,check with bidder,no,check with bidder,"will-bid-on-any",,lunamediaBidAdapter
lunamediahb,LunamediaHB,yes,yes,yes,yes,check with bidder,yes,yes,check with bidder,yes,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,lunamediahbBidAdapter
